2014-07-03 16:32:11,4654,BH0FAP1
2014-07-03 16:32:11,4581,ACB4FAP3
2014-07-03 16:32:10,7395,LB2FAP4
2014-07-03 16:32:07,4577,ACB2FAP2
2014-07-03 16:32:03,4622,GH0FAP1
2014-07-03 16:32:02,4831,LB2FAP2
2014-07-03 16:32:01,4575,ACB3FAP1
2014-07-03 16:31:58,5338,LCB1FAP3
2014-07-03 16:31:57,4878,DB0FAP1
2014-07-03 16:31:57,4908,ACB1FAP2
2014-07-03 16:32:17,4827,LB3FAP2
2014-07-03 16:32:15,4589,DB0FAP3
2014-07-03 16:32:14,4929,ACB4FAP2
2014-07-03 16:32:13,5048,LCB2FAP4
2014-07-03 16:32:12,4567,ACB0FAP2
2014-07-03 16:32:11,4654,BH0FAP1
2014-07-03 16:32:11,4581,ACB4FAP3
2014-07-03 16:32:10,7395,LB2FAP4
2014-07-03 16:32:07,4577,ACB2FAP2
2014-07-03 16:32:03,4622,GH0FAP1
2014-07-03 16:32:23,4837,ACB0FAP1
2014-07-03 16:32:23,4774,LB0FAP1
2014-07-03 16:32:22,4774,LB0FAP1
2014-07-03 16:32:21,4929,ACB4FAP2
2014-07-03 16:32:17,4827,LB3FAP2
2014-07-03 16:32:15,4589,DB0FAP3
2014-07-03 16:32:14,4929,ACB4FAP2
2014-07-03 16:32:13,5048,LCB2FAP4
2014-07-03 16:32:12,4567,ACB0FAP2
2014-07-03 16:32:11,4654,BH0FAP1
2014-07-03 16:32:38,4827,LB3FAP2
2014-07-03 16:32:35,4837,ACB0FAP1
2014-07-03 16:32:35,4929,ACB4FAP2
2014-07-03 16:32:35,4677,ACB4FAP4
2014-07-03 16:32:33,4757,LB2FAP3
2014-07-03 16:32:33,4575,ACB3FAP1
2014-07-03 16:32:32,4543,GH1FAP2
2014-07-03 16:32:32,4753,LB1FAP3
2014-07-03 16:32:32,4878,DB0FAP1
2014-07-03 16:32:31,4757,LB2FAP3
2014-07-03 16:32:47,4821,ACB2FAP3
2014-07-03 16:32:47,4929,ACB4FAP2
2014-07-03 16:32:47,6763,BH3FAP6
2014-07-03 16:32:46,5169,ACB5FAP1
2014-07-03 16:32:46,4646,ACB3FAP3
2014-07-03 16:32:46,5338,LCB1FAP3
2014-07-03 16:32:45,4929,ACB4FAP2
2014-07-03 16:32:44,4581,ACB4FAP3
2014-07-03 16:32:43,4583,GH1FAP3
2014-07-03 16:32:40,4929,ACB4FAP2
2014-07-03 16:33:18,4577,ACB2FAP2
2014-07-03 16:33:10,4929,ACB4FAP2
2014-07-03 16:33:09,5328,ACB1FAP1
2014-07-03 16:33:09,7400,LB2FAP5
2014-07-03 16:33:09,7395,LB2FAP4
2014-07-03 16:33:07,4575,ACB3FAP1
2014-07-03 16:33:07,4605,ACB2FAP1
2014-07-03 16:33:07,7395,LB2FAP4
2014-07-03 16:33:06,4589,DB0FAP3
2014-07-03 16:33:06,4608,ACB3FAP2
2014-07-03 16:33:28,4640,ACB4FAP1
2014-07-03 16:33:27,4976,DB3FAP1
2014-07-03 16:33:26,4640,ACB4FAP1
2014-07-03 16:33:26,4650,LB0FAP2
2014-07-03 16:33:25,4908,ACB1FAP2
2014-07-03 16:33:21,4577,ACB2FAP2
2014-07-03 16:33:18,5246,ACB5FAP3
2014-07-03 16:33:18,4577,ACB2FAP2
2014-07-03 16:33:10,4929,ACB4FAP2
2014-07-03 16:33:09,5328,ACB1FAP1
2014-07-03 16:33:32,4583,GH1FAP3
2014-07-03 16:33:31,5136,ACB1FAP3
2014-07-03 16:33:30,4567,ACB0FAP2
2014-07-03 16:33:28,4640,ACB4FAP1
2014-07-03 16:33:27,4976,DB3FAP1
2014-07-03 16:33:26,4650,LB0FAP2
2014-07-03 16:33:26,4640,ACB4FAP1
2014-07-03 16:33:25,4908,ACB1FAP2
2014-07-03 16:33:21,4577,ACB2FAP2
2014-07-03 16:33:18,5246,ACB5FAP3
2014-07-03 16:33:37,4575,ACB3FAP1
2014-07-03 16:33:35,7395,LB2FAP4
2014-07-03 16:33:35,4575,ACB3FAP1
2014-07-03 16:33:34,4774,LB0FAP1
2014-07-03 16:33:32,4583,GH1FAP3
2014-07-03 16:33:31,5136,ACB1FAP3
2014-07-03 16:33:30,4567,ACB0FAP2
2014-07-03 16:33:28,4640,ACB4FAP1
2014-07-03 16:33:27,4976,DB3FAP1
2014-07-03 16:33:26,4650,LB0FAP2
2014-07-03 16:33:37,4575,ACB3FAP1
2014-07-03 16:33:35,7395,LB2FAP4
2014-07-03 16:33:35,4575,ACB3FAP1
2014-07-03 16:33:34,4774,LB0FAP1
2014-07-03 16:33:32,4583,GH1FAP3
2014-07-03 16:33:31,5136,ACB1FAP3
2014-07-03 16:33:30,4567,ACB0FAP2
2014-07-03 16:33:28,4640,ACB4FAP1
2014-07-03 16:33:27,4976,DB3FAP1
2014-07-03 16:33:26,4650,LB0FAP2
2014-07-03 16:33:48,4821,ACB2FAP3
2014-07-03 16:33:47,4774,LB0FAP1
2014-07-03 16:33:47,4668,BH2FAP2
2014-07-03 16:33:46,4774,LB0FAP1
2014-07-03 16:33:37,4575,ACB3FAP1
2014-07-03 16:33:35,7395,LB2FAP4
2014-07-03 16:33:35,4575,ACB3FAP1
2014-07-03 16:33:34,4774,LB0FAP1
2014-07-03 16:33:32,4583,GH1FAP3
2014-07-03 16:33:31,5136,ACB1FAP3
2014-07-03 16:33:48,4821,ACB2FAP3
2014-07-03 16:33:47,4774,LB0FAP1
2014-07-03 16:33:47,4668,BH2FAP2
2014-07-03 16:33:46,4774,LB0FAP1
2014-07-03 16:33:37,4575,ACB3FAP1
2014-07-03 16:33:35,7395,LB2FAP4
2014-07-03 16:33:35,4575,ACB3FAP1
2014-07-03 16:33:34,4774,LB0FAP1
2014-07-03 16:33:32,4583,GH1FAP3
2014-07-03 16:33:31,5136,ACB1FAP3
2014-07-03 16:34:08,4976,DB3FAP1
2014-07-03 16:34:07,4774,LB0FAP1
2014-07-03 16:34:07,4753,LB1FAP3
2014-07-03 16:34:07,4569,GH3FAP1
2014-07-03 16:34:06,4694,GH3FAP3
2014-07-03 16:34:03,4626,GH2FAP1
2014-07-03 16:34:03,4837,ACB0FAP1
2014-07-03 16:34:03,4677,ACB4FAP4
2014-07-03 16:34:01,4677,ACB4FAP4
2014-07-03 16:33:59,4646,ACB3FAP3
2014-07-03 16:34:12,5145,LB1FAP2
2014-07-03 16:34:12,7395,LB2FAP4
2014-07-03 16:34:11,4831,LB2FAP2
2014-07-03 16:34:09,4619,GH4FAP2
2014-07-03 16:34:08,4976,DB3FAP1
2014-07-03 16:34:07,4774,LB0FAP1
2014-07-03 16:34:07,4569,GH3FAP1
2014-07-03 16:34:07,4753,LB1FAP3
2014-07-03 16:34:06,4694,GH3FAP3
2014-07-03 16:34:03,4626,GH2FAP1
2014-07-03 16:34:23,4626,GH2FAP1
2014-07-03 16:34:22,6562,BH1FAP6
2014-07-03 16:34:20,6562,BH1FAP6
2014-07-03 16:34:20,4598,BH1FAP3
2014-07-03 16:34:17,4640,ACB4FAP1
2014-07-03 16:34:16,7395,LB2FAP4
2014-07-03 16:34:16,4878,DB0FAP1
2014-07-03 16:34:16,4694,GH3FAP3
2014-07-03 16:34:14,4831,LB2FAP2
2014-07-03 16:34:12,7395,LB2FAP4
2014-07-03 16:34:27,4569,GH3FAP1
2014-07-03 16:34:25,4757,LB2FAP3
2014-07-03 16:34:25,5333,LCB2FAP1
2014-07-03 16:34:23,4626,GH2FAP1
2014-07-03 16:34:22,6562,BH1FAP6
2014-07-03 16:34:20,6562,BH1FAP6
2014-07-03 16:34:20,4598,BH1FAP3
2014-07-03 16:34:17,4640,ACB4FAP1
2014-07-03 16:34:16,7395,LB2FAP4
2014-07-03 16:34:16,4878,DB0FAP1
2014-07-03 16:34:36,4626,GH2FAP1
2014-07-03 16:34:36,6624,BH0FAP4
2014-07-03 16:34:35,4623,GH3FAP2
2014-07-03 16:34:29,4545,LB0FAP3
2014-07-03 16:34:27,4569,GH3FAP1
2014-07-03 16:34:25,5333,LCB2FAP1
2014-07-03 16:34:25,4757,LB2FAP3
2014-07-03 16:34:23,4626,GH2FAP1
2014-07-03 16:34:22,6562,BH1FAP6
2014-07-03 16:34:20,6562,BH1FAP6
2014-07-03 16:34:40,4575,ACB3FAP1
2014-07-03 16:34:38,5332,LCB2FAP2
2014-07-03 16:34:36,6624,BH0FAP4
2014-07-03 16:34:36,4626,GH2FAP1
2014-07-03 16:34:35,4623,GH3FAP2
2014-07-03 16:34:29,4545,LB0FAP3
2014-07-03 16:34:27,4569,GH3FAP1
2014-07-03 16:34:25,4757,LB2FAP3
2014-07-03 16:34:25,5333,LCB2FAP1
2014-07-03 16:34:23,4626,GH2FAP1
2014-07-03 16:34:48,4837,ACB0FAP1
2014-07-03 16:34:48,6798,GH3FAP4
2014-07-03 16:34:46,6801,GH4FAP3
2014-07-03 16:34:46,4617,RESB10FAP1
2014-07-03 16:34:45,4617,RESB10FAP1
2014-07-03 16:34:40,4575,ACB3FAP1
2014-07-03 16:34:38,5332,LCB2FAP2
2014-07-03 16:34:36,4626,GH2FAP1
2014-07-03 16:34:36,6624,BH0FAP4
2014-07-03 16:34:35,4623,GH3FAP2
